Category,Description,Employer,Location,Multiple,State,Translation
ECON,Direktionsassistentin mit HR Erfahrung (100%),NoData,CH 9001 St. Gallen,N,Sankt Gallen,Executive Assistant with HR experience (100%)
ECON,Berater oder Beraterin zum Thema Kochen,NoData,CH 9008 St. Gallen,N,Sankt Gallen,Consultant or advisor about cooking
ECON,Beraterin mit Flair für Damenoberbekleidung,NoData,CH 9008 St. Gallen,N,Sankt Gallen,Consultant with a flair for women's outerwear
ECON,Business Development Manager (m/w/d),CDQ AG,CH 9008 St. Gallen,N,Sankt Gallen,Business Development Manager (m / w / d)
ECON,Senior Consultant Data Management (m/w/d),CDQ AG,CH 9008 St. Gallen,N,Sankt Gallen,Senior Consultant Data Management (m / w / d)
ECON,Trainer oder Trainerin,NoData,CH 9011 St. Gallen,N,Sankt Gallen,Coach or trainer
ECON,Digital Werbeberater/in 100%,ammarkt ag,CH 9015 St. Gallen,N,Sankt Gallen,Digital advertising consultant / in 100%
ECON,Praktikant Beratung 100% m/w,ammarkt ag,CH 9015 St. Gallen,N,Sankt Gallen,Intern Consulting 100% w / w
ECON,Product Owner (80 - 100%) - St. Gallen,Adcubum AG,CH 9015 St. Gallen,N,Sankt Gallen,Product Owner (80 - 100%) - St. Gallen
ECON,Product Owner 100% - Zagreb,Adcubum AG,CH 9015 St. Gallen,N,Sankt Gallen,Product Owner 100% - Zagreb
ECON,Consultant 80-100% (m/w),ALL CONSULTING AG,CH 9016 St. Gallen,N,Sankt Gallen,Consultant 80-100% (w / w)
ECON,Junior Sales Consultant,Alpha Solutions AG,CH 9016 St. Gallen,N,Sankt Gallen,Junior Sales Consultant
ECON,Online Marketing Spezialistin/Spezialist,NoData,CH 9016 St. Gallen,N,Sankt Gallen,Online marketing specialist / specialist
ECON,Technischer Einkäufer (w/m),NoData,CH 9032 Engelburg,N,Sankt Gallen,Technical buyers (w / m)
ECON,"Online Marketing Spezialist (m/w, 80-100%)",NoData,CH 9053 Teufen AR,N,Appenzell Ausserrhoden,"Online Marketing Specialist (m / w, 80-100%)"
ECON,Assistenz Marketing & Gästeberatung (100%),NoData,CH 9100 Herisau,N,Appenzell Ausserrhoden,Assistant Marketing & Guest Relations (100%)
ECON,Kurier für Essenslieferungen,NoData,CH 9100 Herisau,N,Appenzell Ausserrhoden,Courier for food deliveries
ECON,Marketing-Colleague (w/m) 20-30%,NoData,CH 9200 Gossau SG,N,Sankt Gallen,Marketing Colleague (w / m) 20-30%
ECON,Schulungsleiterin & Produktverantwortliche (w/m) 60%,NoData,CH 9200 Gossau SG,N,Sankt Gallen,Head & training product manager (w / m) 60%
ECON,Mitarbeiterin / Mitarbeiter im Produktmanagement,Abacus Research AG,CH 9300 Wittenbach,N,Sankt Gallen,Employee / employees in product management
ECON,Assistent/in Einkauf (m/w),FPT Motorenforschung AG,CH 9320 Arbon,N,Thurgau,Assistant / in (m / w)
ECON,Purchasing Manager (m/w),Variosystems AG,CH 9323 Steinach,N,Sankt Gallen,Purchasing Manager (m / f)
ECON,Lehrstelle Restaurantfachmann/-frau EFZ,NoData,CH 9410 Heiden,N,Appenzell Ausserrhoden,Apprenticeship Restaurant / -frau EFZ
ECON,E-Commerce Manager (m/w),Bauwerk Parkett AG,CH 9430 St. Margrethen SG,N,Sankt Gallen,E-Commerce Manager (m / f)
ECON,Marketing Manager (m/w/d),Bauwerk Parkett AG,CH 9430 St. Margrethen SG,N,Sankt Gallen,Marketing Manager (m / w / d)
ECON,Allrounder/in Gastronomie,NoData,CH 9500 Wil,N,Sankt Gallen,Allrounder / in Gastronomy
ECON,Entwickler Business Software (Smart-Client),NoData,CH 9500 Wil,N,Sankt Gallen,Developers Business Software (Smart Client)
ECON,Entwickler Business Software Airline Branche (Smart-Client),NoData,CH 9500 Wil,N,Sankt Gallen,Business Software Developers airline industry (smart client)
ECON,Entwickler Business Software Finanzmodule (Smart-Client),NoData,CH 9500 Wil,N,Sankt Gallen,Business Software Developers financial modules (smart client)
ECON,Lehrstelle Strassentransportfachmann/-frau EFZ,NoData,CH 9500 Wil,N,Sankt Gallen,Apprenticeship Road Transport / -frau EFZ
ECON,Oracle/PostgreSQL-Berater Plattform Services / Applikations-Datenbankadministrator (m/w/d),Robotron Schweiz GmbH,CH 9500 Wil,N,Sankt Gallen,Oracle / PostgreSQL consultant platform services / application database administrator (m / w / d)
ECON,Product Manager (PM) - Memory Solutions (m/f/d),Swissbit AG,CH 9552 Bronschhofen,N,Sankt Gallen,Product Manager (PM) - Memory Solutions (m / f / d)
ECON,Prozessingenieur (m/w/d),Swisstronics Contract Manufacturing AG,CH 9552 Bronschhofen,N,Sankt Gallen,Process Engineer (m / f / d)
ECON,General Manager / Geschäftsführer (m/w) Closure Production Unit in Eschlikon,Corvaglia Mould AG,Eschlikon,N,Zurich,General Manager / Managing Director (m / f) Closure Production Unit in Eschlikon
ECON,Marketing Manager 100% (m/w),Steinemann AG,Flawil,N,Sankt Gallen,Marketing Manager 100% (w / w)
ECON,Assistent Gruppenleitung 80-100% (m/w),Zur Rose Suisse AG,Frauenfeld,N,Thurgau,Assistant Executive Committee from 80 to 100% (w / w)
ECON,Ausbildung - Spezialist Bewegungs- und Gesundheitsförderung (SAFS) (m/w/d) Vollzeit,NoData,Frauenfeld,N,Thurgau,Training - specialist motion and Health Promotion (SAFS) (m / h / d) Full Time
ECON,PersonalberaterIn 80-100%,Tempro Personal,Frauenfeld,N,Thurgau,HR consultant 80-100%
ECON,TRAINER (M/W/D) Vollzeit,NoData,Frauenfeld,N,Thurgau,COACH (M / W / D) Full Time
ECON,Personal sachbearbeiter/-in 60%-100%,"inova Personal AG, Frauenfeld",Gachnang,N,Thurgau,Personnel clerk / -in 60% -100%
ECON,CFO (m/w) Mitglied der Geschäftsleitung,Schlegel AG,Goldach,N,Appenzell Ausserrhoden,CFO (m / w) Member of the Executive
ECON,"Personal fachfrau / Personal fachmann, Teilzeit 50% - 60%",Schlegel AG,Goldach,N,Appenzell Ausserrhoden,"Staff professional woman / professional staff, part-time 50% - 60%"
ECON,Geschäftsführer/in 100%,Gidor SA,Gossau,N,Sankt Gallen,Manager / in 100%
ECON,Technischer Einkäufer,PETRAG HR AG Zürich-Frauenfeld-St.Gallen,Grossraum Frauenfeld,N,Thurgau,Technical Purchaser
ECON,Executive Assistant to the CEO (100%),da professionals ag,Grossraum St. Gallen,N,Saint Gallen,Executive Assistant to the CEO (100%)
ECON,Technischer Redaktor (w/m) 60 - 100%,Leica Geosystems AG,Heerbrugg,N,Sankt Gallen,Technical Editor (w / w) 60-100%
ECON,Online Content Specialist - Website (m/w),Metrohm AG,Herisau,N,Appenzell Ausserrhoden,Online Content Specialist - Website (m / f)
ECON,"Praktikant Supply Chain Management, 6 Monate (m/w)",HUBER+SUHNER AG,Herisau,N,Appenzell Ausserrhoden,"Intern Supply Chain Management, 6 months (m / f)"
ECON,Product Specialist für die Ionenchromatographie (m/w),Metrohm AG,Herisau,N,Appenzell Ausserrhoden,Product Specialist for ion chromatography (m / f)
ECON,Teamleiter Lagerverwaltung (w/m),Metrohm AG,Herisau,N,Appenzell Ausserrhoden,Team leader warehouse management (w / m)
ECON,Marketing- und Eventspezialist 80% (w/m),Ferag AG,Kanton Thurgau,N,Thurgau,Marketing and event specialist 80% (w / m)
ECON,SQM Spezialist (w/m/d),General Dynamics European Land Systems-Mowag,Kreuzlingen,N,Thurgau,SQM specialist (w / m / d)
ECON,TRAINER (M/W/D) Vollzeit,NoData,Kreuzlingen,N,Thurgau,COACH (M / W / D) Full Time
ECON,"Marketing- und Verkaufs-Manager (m/w), Standort Mörschwil",swisswindows ag,Mörschwil,N,Sankt Gallen,"Marketing and Sales Manager (m / w), location Mörschwil"
ECON,Lagerist (m/w) 80-100 %,Schmid Elektronik AG,Münchwilen,N,Aargau,Lagerist (m / w) 80-100%
ECON,Praktikant,Diversey Europe B.V. Utrecht,Münchwilen,N,Aargau,trainee
ECON,Bahnsteward/ess Romanshorn 60-80%,Elvetino AG,Romanshorn,N,Thurgau,Train Steward / ess Romanshorn 60-80%
ECON,"Bahnsteward/ess Romanshorn, Teilzeit 80%",Elvetino AG,Romanshorn,N,Thurgau,"Web Steward / ess novel Horn, part-time 80%"
ECON,Betriebsleitung Jugendherberge (m/w),Schweizer Jugendherbergen,Romanshorn,N,Thurgau,Operation Youth (m / w)
ECON,Geschäftsführer/in,NoData,Rorschach (Ostschweiz),N,Saint Gallen,Manager
ECON,Leitung Restauration,Wilhelm AG,Schwägalp Säntis,N,Sankt Gallen,line restoration
ECON,Einkäufer Küchensortiment (w/m),Hans Eisenring AG,Sirnach/TG,N,Thurgau,Buyers kitchen range (w / m)
ECON,Mitarbeiter Produktmanagement (w/m),Hans Eisenring AG,Sirnach/TG,N,Thurgau,Employee Product Management (w / m)
ECON,Stellvertretender Leiter Innendienst (w/m),Hans Eisenring AG,Sirnach/TG,N,Thurgau,Deputy Director indoor service (w / m)
ECON,(Senior) Salesforce Consultant . 80-100%.,Namics AG,St. Gallen,N,Sankt Gallen,(Senior) Consultant Salesforce. 80-100%.
ECON,AssistentIn Business Development,Ariston Thermo Group,St. Gallen,N,Sankt Gallen,AssistentIn Business Development
ECON,Assistenz der Geschäftsleitung . 80%.,Namics AG,St. Gallen,N,Sankt Gallen,Executive Assistant. 80%.
ECON,Associate Travel Assistant,Sportradar AG,St. Gallen,N,Sankt Gallen,Associate Travel Assistant
ECON,Consultant Business Development mit Fokus auf Geschäftsprozesse (m/w/d),NoData,St. Gallen,N,Sankt Gallen,Consultant Business Development with a focus on business processes (m / w / d)
ECON,Consultant Business Development mit Fokus auf Marketing & Sales (m/w/d),NoData,St. Gallen,N,Sankt Gallen,Consultant Business Development with a focus on Marketing & Sales (m / w / d)
ECON,Consultant E-Commerce & Plattformen . 80-100%.,Namics AG,St. Gallen,N,Sankt Gallen,Consultant E-Commerce & platforms. 80-100%.
ECON,FRONT OFFICE MITARBEITER (M/W) 100%,Hotel Walhalla,St. Gallen,N,Sankt Gallen,FRONT OFFICE EMPLOYEES (M / W) 100%
ECON,HR Analytics Specialist,Ariston Thermo Group,St. Gallen,N,Sankt Gallen,HR Analytics Specialist
ECON,Payroll Spezialist,MS Direct AG,St. Gallen,N,Sankt Gallen,Payroll specialist
ECON,Payroll Spezialist | St. Gallen,MS Direct AG,St. Gallen,N,Sankt Gallen,Payroll Specialist | St. Gallen
ECON,"Personal fachfrau / Personal fachmann 100%, Standort St. Gallen",Quickmail AG,St. Gallen,N,Sankt Gallen,Staff professional woman / staff professional 100% Location St. Gallen
ECON,"Qualitäts-Manager/in Kundendienst 80 bis 100 %, Standort St. Gallen oder Winterthur",Quickmail AG,St. Gallen,N,Sankt Gallen,"St. Gallen Quality Manager / Customer Service in 80 to 100%, location or Winterthur"
ECON,ReiseberaterIn mit Stellvertretungsfunktion St. Gallen (80 - 100% - m/w),DER Touristik Suisse,St. Gallen,N,Sankt Gallen,Travel Consultant with representation function St. Gallen (80 - 100% - m / f)
ECON,Sales Trainee für Sprachaufenthalte weltweit,EF Education AG,St. Gallen,N,Sankt Gallen,Sales Trainee for School Type
ECON,Technischer Einkäufer (w/m),Robert Walters Finance & Accounting,St. Gallen,N,Sankt Gallen,Technical buyers (w / m)
ECON,Geschäftsführer/in 100%,Gidor SA,St. Gallen - Oberer Graben,N,Sankt Gallen,Manager / in 100%
ECON,Head of Account Management,The Stamford Group AG,"St. Gallen, Schweiz",N,Sankt Gallen,Head of Account Management
ECON,SACHBEARBEITUNG/DISPOSITION (W/M/D),JCL Logistics Switzerland AG,ST. MARGRETHEN,N,Sankt Gallen,Processing / DISPOSITION (W / M / D)
ECON,Digital Werbeberater/in 100%,AMMARKT AG,St.Gallen,N,Sankt Gallen,Digital advertising consultant / in 100%
ECON,Product Owner (80 - 100%) - St. Gallen,Adcubum AG,St.Gallen,N,Sankt Gallen,Product Owner (80 - 100%) - St. Gallen
ECON,Product Owner (80 - 100%) - St. Gallen,Adcubum AG,St.Gallen,N,Sankt Gallen,Product Owner (80 - 100%) - St. Gallen
ECON,Projektleiterin/Beraterin (m/w) im Bereich Gesundheitswesen und/oder öffentlicher Verwaltung,CSP AG,St.Gallen,N,Sankt Gallen,Project Manager / Consultant (m / w) in the healthcare sector and / or public administration
ECON,Projektmanagement- und IT-Unterstützung (60-100%),CSP AG,St.Gallen,N,Sankt Gallen,Project management and IT support (60-100%)
ECON,Werbeberater/in 100%,AMMARKT AG,St.Gallen,N,Sankt Gallen,Advertising consultant / in 100%
ECON,Teamleiter Beschaffung (m/w) - 100%,Belimed AG,Sulgen,N,Thurgau,Team Head of Procurement (m / f) - 100%
ECON,ReiseberaterIn Uzwil (80 - 100% - m/w),DER Touristik Suisse,Uzwil,N,Sankt Gallen,Travel agent Uzwil (80 - 100% - m / w)
ECON,Operativer Einkäufer mit Potential zur Teamleitung,Careerplus AG,Weinfelden,N,Thurgau,Operational Buyer with potential for team management
ECON,Personal- & Geschäftsführer Assistent/in 100%,Veloplus AG,Wetzikon,N,Zurich,Personnel & General Manager Assistant / in 100%
ECON,Senior Consultant Finanz- und Rechnungswesen 100% (m/w/d) 100%,NoData,Wetzikon,N,Zurich,Senior Consultant finance and accounting 100% (w / w / d) 100%
ECON,Gruppenleiter/in Kundenlogistik,Stihl Kettenwerk Schweiz,Wil,N,Sankt Gallen,Group leader / in customer logistics
ECON,Leiter/-in Finanzen und Personal,Consultive Treuhand AG,Winterthur,N,Zurich,Leiter / -in Finance and Human Resources
ECON,Marketing und Sales Manager (m/w) 60-80%,Premotec GmbH,Winterthur,N,Zurich,Marketing and Sales Manager (m / w) 60-80%
ECON,Assistent-/in der Betriebsleitung (Pensum 60%-80%),G. Bopp + Co. AG,Wolfhalden,N,Appenzell Ausserrhoden,Assistent- / in the operating line (workload 60% -80%)
ECON,Lernende/-r Strassentransportfachfrau/-mann.,EWZ Elektrizitätswerk Stadt Zürich,Zürich Werkhof Herdern,N,Thurgau,Learners / -r Road Transport / -mann.
ECON,Cloud Consultant (m/w),adesso Schweiz AG,"Basel, Bern, Lausanne, Zürich",Y,Vaud,Cloud Consultant (m / w)
ECON,"Inspektor / Berater für Elektroinstallationen (m/w, 100%)",NoData,"Bern, Freiburg, Solothurn",Y,Fribourg,"Inspector / consultant for electrical installations (m / w, 100%)"
ECON,Marketing Manager B2C ImmoScout24 w/m/d,Scout24 Schweiz AG,Flamatt oder Zürich,Y,Fribourg,Marketing Manager B2C ImmoScout24 w / m / d
ECON,Product Manager Hosting & Cloud Services à 100 % (H/F),VTX Telecom SA,Genève ou Lausanne | GE/VD,Y,Vaud,Product Manager Hosting & Cloud Services à 100% (H / F)
ECON,Consultant(e) Atlassian Junior (H/F),Serial SA,"Genève, Lausanne",Y,Vaud,Consultant (e) Atlassian Junior (H / F)
ECON,Ingénieur(e) Qualité / ALM / Atlassian (H/F),Serial SA,"Genève, Lausanne",Y,Vaud,Engineer (e) Quality / ALM / Atlassian (M / F)
ECON,Relocation Consultant (m/f),NoData,Solothurn und Lausanne,Y,Vaud,Relocation Consultant (m / f)
ECON,"ASSISTANT DEL INSPECTORAT ""Romandie"" (f/m)",Mooser & Partner AG,VD/GE/FR/NE,Y,Multiple,"ASSISTANT OF INSPECTORAT ""Romandie"" (f / m)"
ECON,Business Consultant m/w/d,Scout24 Schweiz AG,Zürich / Flamatt,Y,Fribourg,Business Consultant m / f / d
ECON,Product Manager ImmoScout24 w/m/d,Scout24 Schweiz AG,Zürich / Flamatt,Y,Fribourg,Product Manager ImmoScout24 w / m / d
ECON,Head of Marketing FinanceScout24 w/m/d,Scout24 Schweiz AG,Zürich oder Flamatt,Y,Fribourg,Head of Marketing FinanceScout24 w / m / d
ECON,SEA Manager FinanceScout24 w/m/d,Scout24 Schweiz AG,Zürich oder Flamatt,Y,Fribourg,SEA Manager FinanceScout24 w / m / d
ECON,Chef/fe d'équipe production,Nestlé Operational Services Worldwide SA,Avenches,N,Vaud,Chef / fe production team
ECON,Mitarbeiter/in Human Recources 60% (temporär),Dialog Personal AG,Bern,N,Bern,Employees / Human Recources in 60% (temporary)
ECON,"Directeur de site dans le recyclage 100 % chez Thommen SA, site de Bex VD",Thommen AG,Bex,N,Vaud,"Site Director in recycling 100% in Thommen AG, site Bex VD"
ECON,GUIDE Multilingue polyvalent(e),Fondation des Mines de Sel de Bex,Bex,N,Vaud,GUIDE Multilingual polyvalent (e)
ECON,Arbeitsvorbereitung Transport (AVOR),SBB AG,Brig,N,Valais,Work preparation Transport (AVOR)
ECON,"Formateur spécialisé dans le domaine des installations électriques (m/f, 100%)",NoData,Bulle,N,Fribourg,Trainer specialized in the field of electrical installations (m / f 100%)
ECON,CHFRB-335 - Croupier H/F,NoData,Casino Barrière de Fribourg,N,Fribourg,CHFRB-335 - Dealer H / F
ECON,CHFRB-894 - Croupier Qualifié H/F,NoData,Casino Barrière de Fribourg,N,Fribourg,CHFRB-894 - Dealer Qualified H / F
ECON,Stage Online Marketing (h/f),zip.ch SA,CH 1003 Lausanne,N,Vaud,Stage Online Marketing (h / f)
ECON,Co-responsables,NoData,CH 1004 Lausanne,N,Vaud,Co-leaders
ECON,Responsables,NoData,CH 1004 Lausanne,N,Vaud,officials
ECON,Consultant(e) en Master Data Management 80 - 100%,NoData,CH 1005 Lausanne,N,Vaud,Consultant (e) Master Data Management 80 - 100%
ECON,Consultant(e) ESB 80 - 100%,NoData,CH 1005 Lausanne,N,Vaud,Consultant (e) ESB 80-100%
ECON,face-to-face-Befragungen,NoData,CH 1005 Lausanne,N,Vaud,face-to-face interviews
ECON,Telefonische Befragungen,NoData,CH 1005 Lausanne,N,Vaud,telephone interviews
ECON,E-commerce Manager,NoData,CH 1007 Lausanne,N,Vaud,E-commerce Manager
ECON,Digital Marketing Manager,PropTech Partners SA,CH 1015 Lausanne,N,Vaud,Digital Marketing Manager
ECON,People & Culture Business Partner,NoData,CH 1015 Lausanne,N,Vaud,People & Culture Business Partner
ECON,Praktikum Sales bei erfolgreichem Startup NEHO,PropTech Partners SA,CH 1015 Lausanne,N,Vaud,Internship Sales for successful startup NEHO
ECON,Un livreur/monteur à 100%,NoData,CH 1020 Renens VD,N,Vaud,A delivery / editor 100%
ECON,Responsable Business Unit Multimedia,"SIE SA, Service intercommunal de l'électricité",CH 1023 Crissier,N,Vaud,Responsable Business Unit Multimedia
ECON,Responsable Smart City,"SIE SA, Service intercommunal de l'électricité",CH 1023 Crissier,N,Vaud,Smart City Manager
ECON,Graduate Assitant in Marketing,Université de Lausanne,CH 1024 Ecublens VD,N,Vaud,Graduate Assitant in Marketing
ECON,Responsable processus Décolletage CNC,NoData,CH 1024 Ecublens VD,N,Vaud,Process supervisor CNC turning
ECON,Secrétaire de direction,Université de Lausanne,CH 1024 Ecublens VD,N,Vaud,Executive Secretary
ECON,Consultant Modern Analytics (Microsoft) Full-Time,NoData,CH 1110 Morges,N,Vaud,Consultant Modern Analytics (Microsoft) Full-Time
ECON,Senior Sharepoint Developer / Consultant Full-Time,NoData,CH 1110 Morges,N,Vaud,Senior SharePoint Developer / Consultant Full-Time
ECON,Consultant SimCorp Dimension,NoData,CH 1260 Nyon,N,Vaud,Consultant SimCorp Dimension
ECON,Direction générale et artistique à 100%,NoData,CH 1260 Nyon,N,Vaud,Branch and artistic 100%
ECON,Régulateur du trafic - Chef-circulation des train,NoData,CH 1400 Yverdon-les-Bains,N,Vaud,Control traffic - Head-train traffic
ECON,Responsable de la formation des mécaniciens de locomotive,NoData,CH 1400 Yverdon-les-Bains,N,Vaud,Responsible for the training of locomotive engineers
ECON,Stage (100%) - Office du tourisme de Charmey,NoData,CH 1630 Bulle,N,Fribourg,Internship (100%) - Tourism Office for Charmey
ECON,Consultants/ ingénieurs confirmés en ERP et gestion d'entreprise,NoData,CH 1700 Fribourg,N,Fribourg,Consultants / Engineers confirmed ERP and Business Management
ECON,Generalsekretär/in,Université de Fribourg,CH 1700 Fribourg,N,Fribourg,SG / in
ECON,animateurs et animatrices freelance,NoData,CH 1752 Villars-sur-Glâne,N,Fribourg,animators freelance
ECON,Assistant de direction,NoData,CH 1800 Vevey,N,Vaud,Assistant Executive
ECON,"Sales and Business Development, US - 19.2.2020 | 50% | Permanent",NoData,CH 1800 Vevey,N,Vaud,"Sales and Business Development, US - 02/19/2020 | 50% | Permanent"
ECON,STAGIAIRE des écoles hôtelières ou de tourisme,NoData,CH 1854 Leysin,N,Vaud,TRAINEE hotel schools or tourism
ECON,Chef(fe) Maintenance 1ère ligne,NoData,CH 1870 Monthey,N,Valais,Chef (fe) 1st line maintenance
ECON,QA QC MANAGER,NoData,CH 1870 Monthey,N,Valais,QA QC MANAGER
ECON,Chef/ffe de partie,NoData,CH 1936 Verbier,N,Valais,Chef / ffe part
ECON,Chef/ffe de rang,NoData,CH 1936 Verbier,N,Valais,Chef / rank ffe
ECON,Assistant Manager MSc,SWISSTRAFFIC AG,CH 1950 Sion,N,Valais,Assistant Manager MSc
ECON,Community manager free-lance DE,NoData,CH 1950 Sion,N,Valais,Community manager free-lance DE
