Description,Employer,Language,Location,Multiple,State,Translation,Category
Professional Software Engineer C#/.NET,Noser Engineering AG,,Bern,N,Bern,Professional NET Software Engineer C # /.,IT
Professional Software Engineer in Java/Web-Applikationen,Noser Engineering AG,,Bern,N,Bern,Professional Software Engineer in Java / Web applications,IT
Professional Software Engineer Mobile,Noser Engineering AG,,Bern,N,Bern,Professional Software Engineer Mobile,IT
Professional Web Frontend Entwickler/in,Noser Engineering AG,,Bern,N,Bern,Professional Web Front End Developer / in,IT
Programmierer oder Junior-Analyst quantitative Aktienbewertungsmodelle (m/w) 80 - 100 %,Valiant Bank AG,,Bern,N,Bern,Junior programmer or analyst quantitative stock valuation models (m / w) 80-100%,IT
Projektleiter Microsoft Dynamics Business Central (w/m),fox data GmbH,,Bern,N,Bern,Project Manager Microsoft Dynamics Business Central (w / m),IT
Projektleiter/in Public 80-100%,AKROS AG,,Bern,N,Bern,Project Manager / Public in 80-100%,IT
React Developer,Comfone AG,,Bern,N,Bern,React Developer,IT
ReactJS Entwickler,Pro Informatik GmbH,,Bern,N,Bern,ReactJS developer,IT
Release- und Testmanager (w/m) 80-100%,p3b ag,,Bern,N,Bern,Release and Test Manager (w / w) 80-100%,IT
Requirements Engineer,AdNovum Informatik AG,,Bern,N,Bern,Requirements Engineer,IT
Requirements Engineer (m/w/d) 80-100%,Identitas AG,,Bern,N,Bern,Requirements Engineer (m / w / d) 80-100%,IT
SAP Entwickler / Developer (w/m/d),itelligence AG,,Bern,N,Bern,SAP developer / developer (w / m / d),IT
SAP Solution Manager Spezialist,ITech Consult AG,,Bern,N,Bern,SAP Solution Manager Specialist,IT
Scrum Master (m/w),Die Schweizerische Post,,Bern,N,Bern,Scrum Master (m / w),IT
Semantic Web Consultant,Trivadis AG,,Bern,N,Bern,Semantic Web Consultant,IT
Semantic Web Consultant,,,Bern,N,Bern,Semantic Web Consultant,IT
Senior Application Engineer JAVA,,,Bern,N,Bern,Senior Application Engineer JAVA,IT
Senior Applikations Architekt,,,Bern,N,Bern,Senior Application Architect,IT
Senior Architekt,ti&m AG,,Bern,N,Bern,Senior architect,IT
Senior Enterprise Architect / Solution Architect (80-100%),,,Bern,N,Bern,Senior Enterprise Architect / Solution Architect (80-100%),IT
Senior Fullstack SW Developer (m/w) - Projekteinsatz,yellowshark,,Bern,N,Bern,Senior Full Stack SW Developer (m / f) - project work,IT
Senior Java Entwickler (m/w) 100%,JOB PARTNER AG,,Bern,N,Bern,Senior Java Developer (m / w) 100%,IT
Senior Network Engineer 100 %,,,Bern,N,Bern,Senior Network Engineer 100%,IT
Senior NLP Data Scientist,ELCA Informatik AG,,Bern,N,Bern,Senior Data Scientist NLP,IT
Senior Projektleiter,Erni Suisse SA,,Bern,N,Bern,Senior project Manager,IT
Senior Service Manager KWP,Kanton Bern,,Bern,N,Bern,Senior Service Manager KWP,IT
"Senior Software Architect, Requirements Engineer .NET und C#",Noser Engineering AG,,Bern,N,Bern,"Senior Software Architect, Requirements Engineer .NET and C #",IT
Senior Software Architekt (m/w) 80-100% // AEB002,Softcom Technologies SA,,Bern,N,Bern,Senior Software Architect (m / w) 80-100% // AEB002,IT
Senior Software Developer Java (m/w),Bedag Informatik AG,,Bern,N,Bern,Senior Software Developer Java (m / w),IT
Senior Software Engineer - Web Systems,Unic AG,,Bern,N,Bern,Senior Software Engineer - Web Systems,IT
Senior Software Engineer (m/f) @ IBM CIC,IBM Client Innovation Center Switzerland,,Bern,N,Bern,Engineer (m / f) @ IBM CIC Senior Software,IT
Senior Software Engineer (m/f) @ IBM CIC,,,BERN,N,Bern,Engineer (m / f) @ IBM CIC Senior Software,IT
Senior Software Engineer (w/m) in Bern 80-100%,Puzzle ITC GmbH,,Bern,N,Bern,Senior Software Engineer (m / f) in Bern from 80 to 100%,IT
Senior Software Engineer 80 bis 100%,United Security Providers AG,,Bern,N,Bern,Senior Software Engineer 80 to 100%,IT
Senior Software Engineer Java,ERNI Schweiz AG,,Bern,N,Bern,Senior Software Engineer Java,IT
Senior Software Engineer Java,Erni Suisse SA,,Bern,N,Bern,Senior Software Engineer Java,IT
Senior Software Engineer JVM,Unic AG,,Bern,N,Bern,Senior Software Engineer JVM,IT
Senior Software-Ingenieur Java,ti&m AG,,Bern,N,Bern,Senior Software Engineer Java,IT
Senior Software-Ingenieur Mobile,ti&m AG,,Bern,N,Bern,Senior Software Engineer Mobile,IT
Senior Software-Ingenieur Web-Front-end,ti&m AG,,Bern,N,Bern,Senior Software Engineer Web front-end,IT
Senior Software-Ingenieur/in für Testautomatisierung (80-100%),bbv Software Services AG,,Bern,N,Bern,Senior Software Engineer / in for test automation (80-100%),IT
SENIOR SYSTEM ENGINEER AZURE (m/w),mühlemann IT-personal ag,,Bern,N,Bern,SENIOR SYSTEM ENGINEER AZURE (m / w),IT
Senior Technical Consultant (m/w) 100%,yellowshark AG,,Bern,N,Bern,Senior Technical Consultant (m / w) 100%,IT
Senior Technology Consultant SAP Basis 80% bis 100%,Swisscom (Schweiz) AG,,Bern,N,Bern,Senior Technology Consultant SAP Basis 80% to 100%,IT
Senior Testmanager SAP,,,Bern,N,Bern,Senior Test Manager SAP,IT
Senior UX Designer,AdNovum Informatik AG,,Bern,N,Bern,Senior UX Designer,IT
Service Manager GEVER-System,Kanton Bern,,Bern,N,Bern,Service Manager GEVER System,IT
Software Architect,AdNovum Informatik AG,,Bern,N,Bern,software Architect,IT
Software Architect 80 bis 100%,United Security Providers AG,,Bern,N,Bern,Software Architect 80 to 100%,IT
Software Architect JEE,Akros AG,,Bern,N,Bern,Software Architect JEE,IT
Software Architekt für Cloud & IoT (m/w),Noser Engineering AG,,Bern,N,Bern,Software Architect for Cloud & IoT (m / f),IT
Software Developer (m/w),Bedag Informatik AG,,Bern,N,Bern,Software Developer (m / f),IT
Software Engineer,AdNovum Informatik AG,,Bern,N,Bern,software Engineer,IT
Software Engineer .NET,Akros AG,,Bern,N,Bern,Software Engineer .NET,IT
Software Engineer / Developer (m/f) @ IBM CIC,,,BERN,N,Bern,Software Engineer / Developer (m / f) @ IBM CIC,IT
Software Engineer 80 bis 100%,United Security Providers AG,,Bern,N,Bern,Software Engineer 80 to 100%,IT
Software Engineer 80 bis 100%,United Security Providers AG,,Bern,N,Bern,Software Engineer 80 to 100%,IT
Software Engineer Backend,ERNI Schweiz AG,,Bern,N,Bern,Software Engineer Backend,IT
Software Engineer Backend,Erni Suisse SA,,Bern,N,Bern,Software Engineer Backend,IT
Software Engineer Backend,ERNI Schweiz AG,,Bern,N,Bern,Software Engineer Backend,IT
Software Engineer Fullstack,ERNI Schweiz AG,,Bern,N,Bern,Software Engineer Full Stack,IT
Software Engineer Fullstack,Erni Suisse SA,,Bern,N,Bern,Software Engineer Full Stack,IT
Software Engineer Fullstack,ERNI Schweiz AG,,Bern,N,Bern,Software Engineer Full Stack,IT
Software Engineer für Cloud (m/w),Noser Engineering AG,,Bern,N,Bern,Software Engineer for Cloud (m / f),IT
Software Engineer Java,Akros AG,,Bern,N,Bern,Java Software Engineer,IT
Software Engineer Java / Network Orchestration 80% bis 100%,Swisscom (Schweiz) AG,,Bern,N,Bern,Software Engineer Java / Network Orchestration 80% to 100%,IT
Software Engineer Java / Network Orchestration 80% bis 100%,Swisscom (Schweiz) AG,,Bern,N,Bern,Software Engineer Java / Network Orchestration 80% to 100%,IT
Software Engineer JAVA/JEE 80-100%,AKROS AG,,Bern,N,Bern,Software Engineer JAVA / JEE 80-100%,IT
Software Entwickler - Web Systeme,Unic AG,,Bern,N,Bern,Software Developer - Web Systems,IT
Software Entwickler JVM / Web Systeme,Unic AG,,Bern,N,Bern,Software developers JVM / Web Systems,IT
Software- Entwickler mit Flair für Data-/Machine-Learning,ti&m AG,,Bern,N,Bern,Software developers with a flair for Data- / machine learning,IT
Software-Architekt mit agilem Background/Scrum,ti&m AG,,Bern,N,Bern,Software architect with agile Background / Scrum,IT
Software-Ingenieur Java,ti&m AG,,Bern,N,Bern,Software Engineer Java,IT
Software-Ingenieur Mobile (CROSS-PLATFORM),ti&m AG,,Bern,N,Bern,Software engineer Mobile (CROSS-PLATFORM),IT
Software-Ingenieur Web-Front-end,ti&m AG,,Bern,N,Bern,Software Engineer Web front-end,IT
Software-Ingenieur/in für Testautomatisierung (80-100%),bbv Software Services AG,,Bern,N,Bern,Software Engineer / in for test automation (80-100%),IT
Solution Architect,Akros AG,,Bern,N,Bern,Solution Architect,IT
"Solution Architect, SOA und API Management",ti&m AG,,Bern,N,Bern,"Solution Architect, SOA and API Management",IT
Specialist Datenmanagement,Akros AG,,Bern,N,Bern,Specialist Data Management,IT
SQL / Sybase Datenbank-Spezialist/in,Universität Bern,,Bern,N,Bern,SQL / Sybase database specialist / in,IT
SQL / Sybase Datenbank-Spezialist/in 80-100%,ProfiLogic AG,,Bern,N,Bern,SQL / Sybase database specialist / in 80-100%,IT
Test Automation Engineer,The Stamford Group AG,,Bern,N,Bern,Test Automation Engineer,IT
Test Manager,SwissQ Consulting AG,,Bern,N,Bern,test Manager,IT
Test Manager im Logistikumfeld,Erni Suisse SA,,Bern,N,Bern,Test Manager in the logistics environment,IT
Test Manager im Logistikumfeld,ERNI Schweiz AG,,Bern,N,Bern,Test Manager in the logistics environment,IT
Test Manager/in,Akros AG,,Bern,N,Bern,Test Manager / in,IT
Test-Manager,e3 ag,,Bern,N,Bern,Test Manager,IT
Testmanager Senior,,,Bern,N,Bern,Senior Test Manager,IT
UI Design - Bern,Ginetta AG,,Bern,N,Bern,UI Design - Bern,IT
UX Design - Bern,Ginetta AG,,Bern,N,Bern,UX Design - Bern,IT
UX Design Trainee - Bern,Ginetta AG,,Bern,N,Bern,UX Design Trainee - Bern,IT
Verantwortungsvollen MS SQL-Datenbank Spezialisten (m/w) in Bern,Mathys & Scheitlin AG,,Bern,N,Bern,Responsible MS SQL database specialists (m / w) in Bern,IT
Application Developer (all genders),Unisys (Schweiz) GmbH,,Bern 14,N,Bern,Application Developer (all genders),IT
IT Architekt (all genders),Unisys (Schweiz) GmbH,,Bern 14,N,Bern,IT Architect (all genders),IT
IT Specialist (all genders),Unisys (Schweiz) GmbH,,Bern 14,N,Bern,IT Specialist (all genders),IT
JAVA Developer (all genders),Unisys (Schweiz) GmbH,,Bern 14,N,Bern,JAVA Developer (all genders),IT
Testautomation Engineer (m/f),Robert Walters Finance & Accounting,,Bern area,N,Bern,Test Automation Engineer (m / f),IT
Test Automation Engineer 80-100%,AKROS AG,,Bern oder Biel,N,Bern,Test Automation Engineer 80-100%,IT
IT Berater/in - IT Performance Management,Altersis Performance AG,,"Bern, BE",N,Bern,IT consultant / in - IT Performance Management,IT
DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,,Berne,N,Bern,.NET DEVELOPER BACKEND,IT
DÉVELOPPEUR BANCAIRE JAVA FULL STACK,,,Berne,N,Bern,JAVA DEVELOPER BANK FULL STACK,IT
INGENIEUR SYSTEME LINUX,,,Berne,N,Bern,ENGINEERING SYSTEMS LINUX,IT
Network Engineer (w/m/d) - Berne,,,"Berne, Switzerland",N,Bern,Network Engineer (m / f / d) - Berne,IT
Senior / Principal Packet Core Solution Architect,,,"Berne, Switzerland",N,Bern,Senior / Principal Packet Core Solution Architect,IT
Senior Radio Network Planning and NIS specialist (w/m/d) - Bern,,,"Berne, Switzerland",N,Bern,Senior Radio Network Planning and NIS specialist (w / m / d) - Bern,IT
"Solution Architect (F/M/D) - Berne, Switzerland",,,"Berne, Switzerland",N,Bern,"Solution Architect (F / M / D) - Berne, Switzerland",IT
Software Developer 80% bis 100%,Swisscom (Schweiz) AG,,Bern-Ittigen,N,Bern,Software Developer 80% to 100%,IT
Senior Software Engineer 80% bis 100%,Swisscom (Schweiz) AG,,Bern-Liebefeld,N,Bern,Senior Software Engineer 80% to 100%,IT
Teamleiter IT-Infrastruktur (w/m) (80% - 100%),Berner Kantonalbank AG,,Bern-Liebefeld,N,Bern,Team Head of IT Infrastructure (m / f) (80% - 100%),IT
Agile Java Software Engineer 80-100%,SIX Group AG,,Biel,N,Bern,Agile Java Software Engineer 80-100%,IT
Application Engineer,Quickline AG,,Biel,N,Bern,Application Engineer,IT
Application Operation Manager 80-100%,Quickline AG,,Biel,N,Bern,Application Operation Manager 80-100%,IT
Java Software Engineer Debit Online,SIX Payment Services AG,,Biel,N,Bern,Java Software Engineer Debit Online,IT
Network Architect,Quickline AG,,Biel,N,Bern,Network Architect,IT
Network Development Engineer,Quickline AG,,Biel,N,Bern,Network Development Engineer,IT
Scrum Master,SIX Payment Services AG,,Biel,N,Bern,Scrum Master,IT
Service Owner Mobile,Quickline AG,,Biel,N,Bern,Service Owner Mobile,IT
eCommerce Project Leader (F/M) 100%,Swatch AG,,Biel/Bienne,N,Bern,eCommerce Project Leader (F / M) 100%,IT
Full Stack Web Engineer Java,Akros AG,,Biel/Bienne,N,Bern,Full Stack Web Engineer Java,IT
IT Digital Services Project Leader 100% (F/M),Swatch AG,,Biel/Bienne,N,Bern,IT Digital Services Project Leader 100% (F / M),IT
Software Architect JEE,Akros AG,,Biel/Bienne,N,Bern,Software Architect JEE,IT
Software Engineer .NET,Akros AG,,Biel/Bienne,N,Bern,Software Engineer .NET,IT
Software Engineer Java,Akros AG,,Biel/Bienne,N,Bern,Java Software Engineer,IT
Specialist Datenmanagement,Akros AG,,Biel/Bienne,N,Bern,Specialist Data Management,IT
System- und Netzwerkspezialist (m/w),yellowshark AG,,Biel/Bienne,N,Bern,System and network specialist (m / f),IT
Test Manager/in,Akros AG,,Biel/Bienne,N,Bern,Test Manager / in,IT
Informaticien Industriel,,,"Biel/Bienne, Switzerland",N,Bern,Industrial computer,IT
System-Ingenieur (m/w) 100% - Ingénieur système (h/f) 100%,Energie Service Biel/Bienne,,Bienne,N,Bern,System-Ingenieur (w / w) 100% - System Engineer (m / f) 100%,IT
PHP Web-Entwickler*in,Intersim AG,,Burgdorf,N,Bern,PHP web developer in *,IT
PHP Web-Entwickler*in TYPO3,Intersim AG,,Burgdorf,N,Bern,PHP web developer * in TYPO3,IT
"Web & Mobile Frontend Entwickler*in (JavaScript, HTML5, SCSS)",Intersim AG,,Burgdorf,N,Bern,"Web & Mobile Frontend Developer * in (JavaScript, HTML5, SCSS)",IT
LERNENDE/R INFORMATIKER/IN EFZ - FACHRICHTUNG SYSTEMTECHNIK,LAN Computer Systems AG,,CH 2502 Biel/Bienne,N,Bern,LEARNING / R Computer / IN EFZ - MULTIPLE DIRECTION SYSTEM TECHNOLOGY,IT
Netzwerk Administrator (80 - 100%),,,CH 2504 Biel/Bienne,N,Bern,Network administrator (80 - 100%),IT
SENIOR FRONTEND / WEB DEVELOPER 80 - 100%,DV Bern AG,,CH 3000 Bern 22,N,Bern,SENIOR FRONT END / WEB DEVELOPER 80-100%,IT
SENIOR SOFTWARE ENGINEER JAVA 80 - 100%,DV Bern AG,,CH 3000 Bern 22,N,Bern,SENIOR SOFTWARE ENGINEER JAVA 80-100%,IT
SOFTWARE ENGINEER JAVA 80 - 100%,DV Bern AG,,CH 3000 Bern 22,N,Bern,SOFTWARE ENGINEER JAVA 80-100%,IT
System Engineer Network & Security 100%,DV Bern AG,,CH 3000 Bern 22,N,Bern,System Engineer Network & Security 100%,IT
Data Analyst 80-100%,Comfone AG,,CH 3006 Bern,N,Bern,Data Analyst 80-100%,IT
Entwickler/-in MS Dynamics BC,fox data GmbH,,CH 3006 Bern,N,Bern,Developer / -in MS Dynamics BC,IT
Full Stack Software Developer,Comfone AG,,CH 3006 Bern,N,Bern,Full Stack Software Developer,IT
React Developer,Comfone AG,,CH 3006 Bern,N,Bern,React Developer,IT
Software Developer (m / f) 80-100%,Comfone AG,,CH 3006 Bern,N,Bern,Software Developer (m / f) 80-100%,IT
Web Developer (m / f) 80-100%,Comfone AG,,CH 3006 Bern,N,Bern,Web Developer (m / f) 80-100%,IT
(Senior) Security Consultant Assurances sociales (80-100%),Redguard AG,,CH 3007 Bern,N,Bern,(Senior) Consultant Social Security Insurance (80-100%),IT
(Senior) Security Consultant Sozialversicherungen (80-100%),Redguard AG,,CH 3007 Bern,N,Bern,(Senior) Consultant social security (80-100%),IT
Security Consultant (60-100%),Redguard AG,,CH 3007 Bern,N,Bern,Security Consultant (60-100%),IT
Security Consultant Datenschutz (80-100%),Redguard AG,,CH 3007 Bern,N,Bern,Security Consultant Notice (80-100%),IT
"Senior Linux System Engineer (m/w), 80-100%",,,CH 3007 Bern,N,Bern,"Senior Linux System Engineer (m / w), 80-100%",IT
Senior Security Consultant (80-100%),Redguard AG,,CH 3007 Bern,N,Bern,Senior Security Consultant (80-100%),IT
Cloud Transformation Developer (m/w) 80 -100%,SmartIT Services AG,,CH 3008 Bern,N,Bern,Cloud transformation Developer (m / w) 80% -100,IT
LEAD NETWORK ENGINEER (m/w),,,CH 3008 Bern,N,Bern,LEAD NETWORK ENGINEER (m / w),IT
Senior Java-Entwickler/in (80 - 100%),BEGASOFT AG,,CH 3008 Bern,N,Bern,Senior Java Developer / in (80 - 100%),IT
Senior Software Engineer / Architekt (m/w),Glaux Soft AG,,CH 3008 Bern,N,Bern,Senior Software Engineer / Architect (m / f),IT
Senior Software Entwickler R&D,Glaux Soft AG,,CH 3008 Bern,N,Bern,Senior Software Developer R & D,IT
Consultant SAP Controlling / Projektsystem (80-100%),,,CH 3011 Bern,N,Bern,Consultant SAP Controlling / Project System (80-100%),IT
Consultant SAP Finance / Controlling / Integration Logistik und Beschaffung (80%-100%),,,CH 3011 Bern,N,Bern,Consultant SAP Finance / Controlling / integration logistics and procurement (80% -100%),IT
Consultant SAP S/4HANA Finance / Business Partner (80-100%),,,CH 3011 Bern,N,Bern,Consultant SAP S / 4hana Finance / Business Partner (80-100%),IT
"Junior Web-Entwickler mit Fokus .NET (w/m, 80-100%)",comperio.ch AG,,CH 3011 Bern,N,Bern,"Junior web developer with a focus .NET (w / m, 80-100%)",IT
SAP Consultant Human Capital Management (80-100%),,,CH 3011 Bern,N,Bern,SAP Consultant Human Capital Management (80-100%),IT
SAP Consultant Security / Berechtigungen (80-100%),,,CH 3011 Bern,N,Bern,SAP Consultant Security / permissions (80-100%),IT
SAP Consultants (60-100%),,,CH 3011 Bern,N,Bern,SAP Consultants (60-100%),IT
SAP Logistics Consultant (80-100%),,,CH 3011 Bern,N,Bern,SAP Logistics Consultant (80-100%),IT
SAP Technology Consultants und SAP Development Consultants (60-100%),,,CH 3011 Bern,N,Bern,SAP Technology Consultants and SAP Development Consultants (60-100%),IT
Senior Consultant SAP Security (80-100%),,,CH 3011 Bern,N,Bern,Senior Consultant SAP Security (80-100%),IT
Senior SAP Basis Consultant (60-100%),,,CH 3011 Bern,N,Bern,Senior SAP Basis Consultant (60-100%),IT
Senior SAP Consultant Architektur & Integration (w/m) (80-100%),,,CH 3011 Bern,N,Bern,Senior SAP Consultant Architecture & Integration (m / f) (80-100%),IT
Senior SAP CRM EntwicklerIn (60-100%),,,CH 3011 Bern,N,Bern,Senior SAP CRM EntwicklerIn (60-100%),IT
Senior Software Engineer / Architect (m/w),,,CH 3011 Bern,N,Bern,Senior Software Engineer / Architect (m / f),IT
Way-Up-Lehrstelle als Informatiker/in EFZ Systemtechnik,,,CH 3011 Bern,N,Bern,Way-up apprenticeship as a computer scientist / EFZ System Technology,IT
(Junior)-Entwickler/-in MS dynamics NAV,Data Dynamic AG,,CH 3012 Bern,N,Bern,(Junior) developer / -in MS dynamics NAV,IT
Agiler Java Software Developer (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Agile Java Software Developer (m / f),IT
"GUI/Client oder WS-, Spring-, .NET Entwickler",,,CH 3012 Bern,N,Bern,"GUI / client or WS, jumping, .NET developers",IT
Informatiker EFZ (m/w/d) 60%,Hogrefe AG,,CH 3012 Bern,N,Bern,Computer EFZ (m / w / d) 60%,IT
Java Software Developer (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Java Software Developer (m / f),IT
Java Software Developer (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Java Software Developer (m / f),IT
Lead Software-Developer (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Lead Software Developer (m / f),IT
Medien & Videoproduktion Praktikum - 100% für 6-12 Wochen,,,CH 3012 Bern,N,Bern,Media & Video Production Internship - 100% for 6-12 weeks,IT
Professional Software Developer .NET (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Professional Software Developer .NET (m / w),IT
Security Engineer (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Security Engineer (m / f),IT
Senior Software Developer Java (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Senior Software Developer Java (m / w),IT
Senior System Specialist SAP-Basis (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Senior System Specialist SAP Basis (m / w),IT
Software Developer (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Software Developer (m / f),IT
Software Development Engineer im Testing (m/w),Bedag Informatik AG,,CH 3012 Bern,N,Bern,Software Development Engineer in Testing (m / f),IT
